"","subject_ids","classification_id","workflow_version","task","total_species","species_index","choice","how_many","which_side"
"1233",4703523,23495062,325.7,"T0",1,1,"FR",NA,NA
"1234",4668368,23495063,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1235",4713468,23495065,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1236",4684320,23495068,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1237",4715607,23495070,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1238",4722567,23495072,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1239",4719398,23495074,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1240",4722997,23495076,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1241",4763426,23495079,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1242",4735899,23495080,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1243",4827660,23495083,325.7,"T0",1,1,"FR",NA,NA
"1244",4713556,23495085,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1245",4778115,23495088,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1246",4847707,23495090,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1247",4789273,23495091,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1248",4849411,23495094,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1249",4897199,23495096,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1250",4925079,23495098,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1251",4841748,23495099,325.7,"T0",1,1,"BFFL","2","RGHTSD"
"1252",4794027,23495101,325.7,"T0",1,1,"MNGS","6","MLTPLSDSFRMMLTPLNMLS"
"1253",4690244,23495105,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1254",4856166,23495107,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1255",4703084,23495108,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1256",4884018,23495111,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1257",4728849,23495112,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1258",4805890,23495113,325.7,"T0",1,1,"BFFL","1150","MLTPLSDSFRMMLTPLNMLS"
"1259",4685368,23495118,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1260",4773696,23495120,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1261",4811457,23495122,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1262",4717024,23495125,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1263",4793103,23495126,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1264",4821556,23495127,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1265",4805778,23495129,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1266",4824455,23495132,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1267",4760291,23495133,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1268",4811448,23495134,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1269",4721087,23495137,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1270",4777076,23495138,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1271",4865667,23495142,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1272",4835884,23495144,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1273",4796989,23495145,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1274",4897307,23495146,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1275",4736163,23495147,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1276",4913696,23495149,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1277",4855152,23495150,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1278",4813097,23495152,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1279",4681319,23495155,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1280",4719248,23495156,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1281",4810301,23495157,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1282",4722289,23495160,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1283",4800799,23495161,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1284",4837863,23495162,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1285",4815647,23495164,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1286",4744271,23495165,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1287",4837962,23495167,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1288",4823910,23495168,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1289",4856854,23495169,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1290",4846746,23495170,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1291",4834895,23495172,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1292",4853650,23495174,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1293",4894046,23495175,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1294",4841514,23495179,325.7,"T0",1,1,"LPHNT","1","LFTSD"
"1295",4878097,23495180,325.7,"T0",1,1,"FR",NA,NA
"1296",4894853,23495184,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1297",4771161,23495187,325.7,"T0",1,1,"HNBDGR","1","LFTSD"
"1298",4774499,23495191,325.7,"T0",1,1,"BRD","1","RGHTSD"
"1299",4898283,23495193,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1300",4793497,23495196,325.7,"T0",1,1,"FR",NA,NA
"1301",4815913,23495198,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1302",4919930,23495199,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1303",4843582,23495204,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1304",4867389,23495205,325.7,"T0",1,1,"FR",NA,NA
"1305",4931826,23495207,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1306",4900489,23495209,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1307",4848605,23495213,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1308",4693674,23495214,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1309",4918918,23495215,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1310",4674686,23495216,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1311",4910801,23495218,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1312",4920851,23495219,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1313",4725993,23495220,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1314",4670797,23495221,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1315",4689881,23495223,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1316",4695112,23495225,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1317",4732208,23495226,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1318",4709657,23495228,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1319",4749679,23495231,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1320",4712073,23495232,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1321",4754162,23495236,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1322",4747672,23495238,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1323",4734654,23495239,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1324",4757266,23495241,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1325",4775783,23495242,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1326",4762772,23495244,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1327",4837758,23495247,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1328",4853446,23495248,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1329",4677692,23495249,325.7,"T0",1,1,"BRD","1","RGHTSD"
"1330",4871660,23495250,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1331",4885106,23495251,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1332",4885686,23495255,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1333",4878818,23495256,325.7,"T0",1,1,"FR",NA,NA
"1334",4911572,23495258,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1335",4898366,23495259,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1336",4685194,23495260,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1337",4918473,23495264,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1338",4698960,23495266,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1339",4907947,23495267,325.7,"T0",1,1,"LPHNT","3","RGHTSD"
"1340",4792930,23495268,325.7,"T0",1,1,"BRD","1","BCK"
"1341",4730193,23495269,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1342",4742067,23495271,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1343",4669239,23495272,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1344",4731837,23495273,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1345",4687160,23495274,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1346",4748055,23495275,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1347",4700422,23495277,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1348",4761081,23495280,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1349",4790901,23495282,325.7,"T0",1,1,"LPHNT","2","MLTPLSDSFRMMLTPLNMLS"
"1350",4795335,23495283,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1351",4802367,23495284,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1352",4762467,23495287,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1353",4813046,23495288,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1354",4813639,23495290,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1355",4830843,23495293,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1356",4833284,23495294,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1357",4808429,23495296,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1358",4884443,23495297,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1359",4792615,23495302,325.7,"T0",1,1,"FR",NA,NA
"1360",4896173,23495304,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1361",4901718,23495305,325.7,"T0",1,1,"FR",NA,NA
"1362",4814252,23495308,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1363",4907813,23495309,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1364",4672919,23495312,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1365",4917521,23495313,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1366",4931902,23495314,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1367",4680483,23495316,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1368",4684738,23495319,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1369",4698751,23495320,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1370",4869875,23495321,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1371",4699913,23495322,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1372",4876861,23495323,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1373",4729739,23495324,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1374",4930649,23495326,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1375",4748437,23495327,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1376",4671446,23495329,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1377",4776928,23495333,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1378",4798940,23495334,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1379",4783037,23495335,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1380",4680107,23495336,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1381",4823284,23495337,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1382",4715710,23495338,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1383",4808318,23495339,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1384",4879480,23495342,325.7,"T0",1,1,"FR",NA,NA
"1385",4763844,23495343,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1386",4678893,23495344,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1387",4796792,23495346,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1388",4880784,23495348,325.7,"T0",1,1,"FR",NA,NA
"1389",4809922,23495349,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1390",4694300,23495351,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1391",4927216,23495352,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1392",4680369,23495354,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1393",4841767,23495355,325.7,"T0",1,1,"BFFL","4","RGHTSD"
"1394",4684148,23495356,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1395",4869327,23495359,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1396",4685620,23495360,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1397",4919327,23495362,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1398",4687949,23495363,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1399",4924471,23495365,325.7,"T0",1,1,"FR",NA,NA
"1400",4767181,23495366,325.7,"T0",1,1,"MNKBBN","4","MLTPLSDSFRMMLTPLNMLS"
"1401",4745340,23495367,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1402",4669047,23495370,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1403",4753927,23495371,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1404",4792692,23495372,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1405",4778149,23495373,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1406",4669658,23495374,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1407",4795597,23495376,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1408",4688056,23495377,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1409",4803406,23495379,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1410",4849957,23495381,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1411",4766244,23495383,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1412",4768147,23495384,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1413",4856882,23495387,325.7,"T0",1,1,"VHCL",NA,NA
"1414",4862695,23495388,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1415",4805577,23495390,325.7,"T0",1,1,"BRD","1","LFTSD"
"1416",4884942,23495392,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1417",4666484,23495393,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1418",4896978,23495396,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1419",4674886,23495397,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1420",4679835,23495398,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1421",4841804,23495399,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1422",4696024,23495403,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1423",4714748,23495405,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1424",4891326,23495406,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1425",4826489,23495409,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1426",4896860,23495411,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1427",4861237,23495415,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1428",4861605,23495420,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1429",4917333,23495422,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1430",4671564,23495428,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1431",4870415,23495430,325.7,"T0",1,1,"MNKBBN","2","MLTPLSDSFRMMLTPLNMLS"
"1432",4929198,23495438,325.7,"T0",1,1,"DMSTCNML","2","MLTPLSDSFRMMLTPLNMLS"
"1433",4681626,23495442,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1434",4698808,23495448,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1435",4726373,23495452,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1436",4731881,23495457,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1437",4752933,23495461,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1438",4759039,23495463,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1439",4778201,23495466,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1440",4738650,23495469,325.7,"T0",1,1,"DKRSTNBK","1","RGHTSD"
"1441",4905341,23495471,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1442",4741746,23495474,325.7,"T0",1,1,"LPHNT","1","LFTSD"
"1443",4787253,23495475,325.7,"T0",1,1,"VHCL",NA,NA
"1444",4690260,23495476,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1445",4757543,23495481,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1446",4817770,23495483,325.7,"T0",1,1,"FR",NA,NA
"1447",4790841,23495486,325.7,"T0",1,1,"BRD","1","LFTSD"
"1448",4859581,23495490,325.7,"T0",1,1,"FR",NA,NA
"1449",4895912,23495493,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1450",4865969,23495496,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1451",4875567,23495500,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1452",4677773,23495502,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1453",4899021,23495504,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1454",4715126,23495506,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1455",4926551,23495507,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1456",4715878,23495509,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1457",4735653,23495512,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1458",4742477,23495514,325.7,"T0",1,1,"DMSTCNML","3","LFTSD"
"1459",4729517,23495515,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1460",4740228,23495519,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1461",4745065,23495520,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1462",4745985,23495528,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1463",4770132,23495529,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1464",4776530,23495530,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1465",4852689,23495534,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1466",4788475,23495536,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1467",4795264,23495537,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1468",4880128,23495541,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1469",4806000,23495544,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1470",4867798,23495547,325.7,"T0",1,1,"FR",NA,NA
"1471",4887840,23495550,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1472",4839537,23495553,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1473",4911186,23495558,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1474",4877045,23495559,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1475",4852184,23495562,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1476",4678069,23495566,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1477",4880642,23495570,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1478",4693734,23495573,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1479",4866648,23495575,325.7,"T0",1,1,"WLDCT","1","RGHTSD"
"1480",4755720,23495578,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1481",4891957,23495579,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1482",4877009,23495582,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1483",4788424,23495584,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1484",4900578,23495587,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1485",4878462,23495588,325.7,"T0",1,1,"FR",NA,NA
"1486",4929741,23495592,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1487",4669629,23495593,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1488",4703458,23495599,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1489",4801467,23495600,325.7,"T0",1,1,"MNKBBN","1","RGHTSD"
"1490",4699906,23495602,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1491",4715979,23495605,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1492",4821756,23495609,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1493",4843732,23495614,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1494",4735773,23495617,325.7,"T0",1,1,"DMSTCNML","2","LFTSD"
"1495",4869494,23495620,325.7,"T0",1,1,"VHCL",NA,NA
"1496",4763426,23495621,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1497",4917695,23495624,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1498",4834284,23495625,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1499",4926996,23495629,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1500",4724099,23495632,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1501",4733947,23495636,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1502",4880126,23495639,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1503",4753200,23495641,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1504",4903315,23495647,325.7,"T0",1,1,"FR",NA,NA
"1505",4799460,23495648,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1506",4911358,23495652,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1507",4840065,23495653,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1508",4842683,23495657,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1509",4912685,23495658,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1510",4878749,23495661,325.7,"T0",1,1,"FR",NA,NA
"1511",4668217,23495663,325.7,"T0",1,1,"FR",NA,NA
"1512",4704622,23495667,325.7,"T0",1,1,"HNSPTTD","1","LFTSD"
"1513",4888622,23495670,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1514",4672374,23495674,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1515",4911857,23495676,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1516",4751398,23495681,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1517",4924213,23495682,325.7,"T0",1,1,"FR",NA,NA
"1518",4791859,23495684,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1519",4692001,23495685,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1520",4823668,23495689,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1521",4694106,23495690,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1522",4673913,23495691,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1523",4841975,23495694,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1524",4714997,23495695,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1525",4675809,23495696,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1526",4882331,23495700,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1527",4768248,23495704,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1528",4904848,23495706,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1529",4777893,23495707,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1530",4919234,23495709,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1531",4763504,23495710,325.7,"T0",1,1,"RNSBL","1","LFTSD"
"1532",4789405,23495711,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1533",4928294,23495712,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1534",4765515,23495713,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1535",4690856,23495714,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1536",4702954,23495715,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1537",4879740,23495716,325.7,"T0",1,1,"FR",NA,NA
"1538",4713960,23495719,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1539",4806124,23495720,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1540",4887843,23495722,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1541",4757421,23495724,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1542",4867397,23495725,325.7,"T0",1,1,"FR",NA,NA
"1543",4805033,23495726,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1544",4896853,23495728,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1545",4842380,23495731,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1546",4926347,23495733,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1547",4872985,23495734,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1548",4711377,23495735,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1549",4859382,23495736,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1550",4722219,23495738,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1551",4931913,23495739,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1552",4866956,23495744,325.7,"T0",1,1,"VHCL",NA,NA
"1553",4745987,23495745,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1554",4870688,23495748,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1555",4752937,23495749,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1556",4702972,23495752,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1557",4907613,23495754,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1558",4823088,23495755,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1559",4918207,23495756,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1560",4857214,23495758,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1561",4715863,23495759,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1562",4684127,23495760,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1563",4878303,23495762,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1564",4751175,23495763,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1565",4884606,23495765,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1566",4759225,23495766,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1567",4899477,23495768,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1568",4721759,23495769,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1569",4764724,23495771,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1570",4908059,23495773,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1571",4927613,23495776,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1572",4778480,23495781,325.7,"T0",1,1,"JCKLSDSTRPD","1","LFTSD"
"1573",4669586,23495782,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"1574",4718619,23495785,325.7,"T0",1,1,"FRCNCVT","1","RGHTSD"
"1575",4820662,23495786,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1576",4672302,23495787,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1577",4775322,23495790,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1578",4841351,23495791,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1579",4704623,23495792,325.7,"T0",1,1,"CRCL","1","LFTSD"
"1580",4690059,23495793,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1581",4867631,23495794,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1582",4876958,23495795,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1583",4725964,23495797,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1584",4900531,23495799,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1585",4879969,23495802,325.7,"T0",1,1,"FR",NA,NA
"1586",4783054,23495803,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1587",4690091,23495806,325.7,"T0",1,1,"NTHNGHR",NA,NA
"1588",4739399,23495807,325.7,"T0",1,1,"NTHNGHR",NA,NA
